"73.2",10,21,43,53,67
"73.3",11,28,42,52,68
"73.4",15,23,41,57,73
"74.1",6,22,34,53,69
"74.2",11,27,43,56,71
"74.3",13,21,42,58,67
"74.4",14,24,32,59,68
"75.1",10,27,42,55,64
"75.2",11,28,34,56,72
"75.3",14,20,32,52,71
"75.4",15,25,33,53,66
"76.1",5,16,31,46,71
"76.2",7,19,43,55,61
"76.3",10,26,35,57,69
"76.4",12,30,42,60,68
"77.1",2,19,34,47,67
"77.2",3,21,31,57,64
"77.3",7,28,36,56,62
"77.4",14,22,39,54,68
"78.1",4,23,45,46,61
"78.2",6,16,39,49,69
"78.3",11,24,37,48,72
"78.4",12,20,44,56,74
"79.1",6,19,40,46,62
"79.2",8,29,42,47,70
"79.3",10,30,43,52,71
"79.4",12,16,37,58,65
"80.1",2,27,39,52,66
"80.2",3,22,37,48,63
"80.3",13,20,43,53,71
"80.4",14,23,42,49,72
"81.1",3,21,36,59,71
"81.2",4,29,41,50,63
"81.3",5,27,45,54,66
"81.4",9,18,35,57,68
"82.1",3,19,31,54,72
"82.2",9,17,33,53,66
"82.3",11,30,40,51,75
"82.4",14,23,41,56,63
"83.1",2,27,36,51,70
"83.2",4,29,38,55,67
"83.3",11,25,44,48,65
"83.4",15,26,42,60,61
"84.1",8,19,33,49,68
"84.2",9,25,37,50,62
"84.3",10,22,31,56,75
"84.4",12,26,40,58,65
"85.1",7,22,34,47,68
"85.2",9,26,40,55,67
"85.3",11,18,38,53,62
"85.4",14,20,33,60,65
"86.1",4,22,39,48,61
"86.2",5,24,41,55,74
"86.3",6,20,45,46,63
"86.4",8,18,37,50,70
"87.1",8,23,32,58,74
"87.2",10,29,41,56,73
"87.3",13,21,36,59,61
"87.4",15,27,42,55,72
"88.1",2,21,34,55,63
"88.2",6,18,36,49,70
"88.3",9,28,43,48,73
"88.4",14,19,39,60,72
"89.1",6,20,33,58,65
"89.2",8,27,31,49,61
"89.3",12,26,34,52,70
"89.4",13,18,36,50,62
"90.1",1,16,44,48,67
"90.2",4,21,38,49,74
"90.3",12,22,32,53,72
"90.4",13,27,43,46,75
"91.1",1,16,44,52,71
"91.2",10,25,45,57,64
"91.3",12,22,39,59,66
"91.4",13,30,36,51,63
"92.1",3,21,39,52,67
"92.2",4,17,41,46,73
"92.3",5,20,35,54,64
"92.4",15,16,31,56,68
"93.1",3,26,42,60,63
"93.2",9,28,38,59,72
"93.3",13,17,36,51,71
"93.4",14,30,32,57,66
"94.1",1,17,41,56,73
"94.2",2,30,32,58,64
"94.3",12,25,35,51,67
"94.4",13,28,38,48,71
"95.1",1,23,44,46,64
"95.2",7,24,38,47,70
"95.3",9,21,33,58,69
"95.4",11,26,34,53,74
"96.1",1,30,33,47,67
"96.2",7,17,34,53,69
"96.3",11,27,32,54,64
"96.4",15,29,45,59,71
"97.1",1,24,38,50,73
"97.2",5,23,35,60,72
"97.3",7,16,45,51,74
"97.4",12,25,32,46,70
"98.1",1,18,38,47,68
"98.2",2,28,32,51,65
"98.3",5,21,35,58,73
"98.4",6,16,33,55,62
"99.1",2,26,31,56,69
"99.2",4,18,35,58,74
"99.3",8,30,44,57,68
"99.4",9,24,32,53,67
"100.1",1,29,35,57,69
"100.2",6,24,44,54,67
"100.3",7,23,45,60,61
"100.4",15,20,38,46,72
"101.1",4,19,34,49,64
"101.2",7,22,37,52,65
"101.3",13,28,40,55,67
"101.4",14,29,44,54,68
"102.1",5,20,40,51,61
"102.2",9,25,43,48,65
"102.3",11,29,33,56,62
"102.4",14,27,37,50,72
"103.1",4,25,41,59,66
"103.2",11,28,42,52,74
"103.3",13,17,40,49,75
"103.4",15,22,34,55,68
"104.1",3,18,43,51,69
"104.2",5,28,31,50,62
"104.3",7,24,41,54,75
"104.4",12,19,40,48,74
"105.1",3,26,39,47,75
"105.2",5,17,37,52,62
"105.3",6,19,45,56,71
"105.4",14,27,42,53,73
"106.1",5,30,44,52,71
"106.2",7,23,39,58,62
"106.3",10,16,41,51,68
"106.4",11,25,35,56,65
"107.1",1,27,45,55,67
"107.2",5,17,41,59,64
"107.3",6,29,37,49,74
"107.4",9,30,34,58,71
"108.1",7,28,42,56,61
"108.2",8,25,32,54,66
"108.3",9,27,36,47,69
"108.4",12,18,45,57,71
"109.1",2,17,32,51,66
"109.2",3,21,36,47,62
"109.3",5,20,35,49,63
"109.4",6,18,34,48,65
"110.1",4,26,42,59,72
"110.2",9,18,39,48,68
"110.3",14,30,32,50,71
"110.4",15,20,33,47,67
"111.1",3,26,39,54,67
"111.2",4,30,37,53,70
"111.3",7,18,32,56,72
"111.4",15,17,44,58,71
"112.1",2,27,45,56,63
"112.2",6,18,35,50,72
"112.3",11,29,37,48,70
"112.4",13,16,38,46,64
"113.1",1,26,37,49,70
"113.2",2,17,31,47,66
"113.3",5,16,42,52,62
"113.4",8,23,45,48,72
"114.1",5,26,39,48,61
"114.2",8,21,44,53,62
"114.3",9,29,43,60,73
"114.4",14,24,33,58,65
"115.1",4,24,38,52,65
"115.2",7,25,43,49,69
"115.3",11,16,31,46,75
"115.4",12,23,34,56,67
"116.1",3,29,43,55,74
"116.2",4,30,40,52,64
"116.3",9,17,42,47,69
"116.4",13,28,36,57,73
"117.1",8,23,41,55,68
"117.2",11,19,44,60,73
"117.3",12,25,36,51,61
"117.4",13,16,40,57,65
"118.1",3,19,40,55,61
"118.2",6,23,43,60,75
"118.3",10,26,31,48,74
"118.4",12,25,33,50,66
"119.1",1,19,34,54,61
"119.2",8,30,35,49,66
"119.3",13,24,38,53,69
"119.4",15,21,41,51,70
"120.1",1,28,40,52,75
"120.2",2,16,33,46,72
"120.3",12,26,38,60,68
"120.4",13,21,31,59,62
"121.1",1,22,31,52,63
"121.2",2,16,45,56,71
"121.3",5,20,35,49,73
"121.4",8,18,42,48,70
"122.1",11,24,33,51,68
"122.2",13,22,44,57,61
"122.3",14,26,32,53,73
"122.4",15,20,38,60,74
"123.1",3,21,39,59,70
"123.2",4,28,37,47,74
"123.3",10,29,36,57,62
"123.4",15,25,34,48,65
"124.1",5,16,41,46,64
"124.2",7,27,45,60,70
"124.3",14,24,33,55,72
"124.4",15,19,31,50,63
"125.1",3,18,43,53,61
"125.2",5,25,38,47,71
"125.3",10,29,40,49,72
"125.4",14,24,44,52,73
"126.1",1,24,42,54,68
"126.2",4,29,37,60,74
"126.3",10,21,41,48,64
"126.4",11,17,32,56,75
"127.1",3,30,31,51,63
"127.2",5,22,45,49,70
"127.3",9,23,35,50,73
"127.4",11,21,36,47,61
"128.1",4,17,42,58,69
"128.2",8,21,43,54,75
"128.3",14,23,37,55,66
"128.4",15,27,32,59,72
"129.1",1,18,39,53,65
"129.2",6,26,40,46,67
"129.3",8,20,33,57,64
"129.4",11,23,44,50,73
"130.1",2,17,41,59,74
"130.2",8,22,34,52,72
"130.3",9,19,39,47,71
"130.4",15,21,38,49,75
"131.1",2,28,31,50,65
"131.2",7,20,40,53,62
"131.3",11,16,35,46,68
"131.4",14,19,45,51,61
"132.1",6,27,32,54,65
"132.2",13,18,37,58,61
"132.3",14,29,36,59,66
"132.4",15,25,38,55,69
"133.1",2,23,36,57,63
"133.2",8,30,34,48,75
"133.3",10,26,41,56,73
"133.4",15,28,33,50,71
"134.1",2,20,42,53,72
"134.2",5,25,40,47,67
"134.3",7,24,37,54,64
"134.4",13,26,34,55,62
"135.1",4,16,43,59,72
"135.2",5,30,45,52,75
"135.3",12,23,36,54,66
"135.4",14,25,38,58,69
"136.1",4,19,35,57,65
"136.2",8,21,31,56,61
"136.3",9,27,33,50,70
"136.4",12,16,39,48,73
"137.1",1,26,44,46,68
"137.2",6,30,34,59,64
"137.3",9,23,36,52,71
"137.4",12,20,38,49,67
"138.1",2,17,41,56,73
"138.2",3,29,44,55,61
"138.3",7,19,43,53,62
"138.4",10,26,32,57,69
"139.1",5,21,44,58,74
"139.2",6,23,40,50,71
"139.3",10,18,42,52,66
"139.4",12,27,33,47,64
"140.1",4,27,36,51,64
"140.2",8,23,40,49,72
"140.3",12,29,43,53,68
"140.4",15,22,34,60,62
"141.1",3,28,38,57,71
"141.2",8,17,41,55,63
"141.3",11,29,43,58,74
"141.4",12,24,40,46,66
"142.1",1,27,33,47,65
"142.2",2,25,42,52,67
"142.3",11,21,34,51,62
"142.4",14,20,35,53,61
"143.1",3,19,31,55,71
"143.2",9,22,39,47,69
"143.3",12,18,44,48,64
"143.4",15,17,45,50,63
"144.1",4,16,32,51,70
"144.2",6,30,41,59,66
"144.3",10,25,44,53,65
"144.4",14,26,37,49,68
"145.1",2,17,36,50,68
"145.2",3,26,39,58,67
"145.3",9,19,34,54,66
"145.4",14,22,42,46,72
"146.1",3,22,38,55,65
"146.2",8,17,43,49,61
"146.3",9,18,45,51,67
"146.4",14,30,39,48,75
"147.1",1,16,35,59,74
"147.2",6,20,43,46,70
"147.3",12,29,32,51,65
"147.4",13,25,31,58,68
"148.1",6,30,35,56,72
"148.2",10,22,45,54,67
"148.3",11,27,42,49,74
"148.4",13,17,39,60,63
"149.1",7,23,35,53,71
"149.2",12,18,37,57,72
"149.3",13,22,43,46,63
"149.4",15,25,40,51,64
"150.1",1,16,33,48,69
"150.2",4,24,32,54,66
"150.3",5,29,31,60,73
"150.4",8,28,41,50,62
"151.1",2,27,45,46,74
"151.2",4,26,31,55,63
"151.3",7,30,39,50,69
"151.4",10,16,36,54,67
"152.1",8,22,32,51,62
"152.2",12,26,41,59,75
"152.3",13,17,34,56,72
"152.4",14,18,35,60,65
"153.1",2,24,33,49,71
"153.2",4,25,36,47,61
"153.3",5,19,44,57,66
"153.4",7,27,43,50,70
"154.1",6,16,40,48,64
"154.2",7,23,31,51,65
"154.3",12,20,45,55,68
"154.4",14,21,38,56,69
"155.1",2,18,44,53,71
"155.2",3,26,41,50,63
"155.3",9,30,35,59,75
"155.4",12,22,43,52,70
"156.1",4,19,32,56,68
"156.2",7,27,34,47,69
"156.3",11,28,37,49,64
"156.4",14,29,40,57,66
"157.1",1,20,45,52,67
"157.2",3,26,36,51,62
"157.3",13,21,33,46,72
"157.4",15,23,38,50,74
"158.1",2,18,31,55,69
"158.2",4,16,41,53,63
"158.3",11,28,42,48,64
"158.4",12,19,39,54,75
"159.1",3,20,33,52,70
"159.2",6,17,38,49,67
"159.3",8,27,37,56,73
"159.4",9,26,35,59,65
"160.1",11,29,36,49,62
"160.2",12,18,31,48,72
"160.3",13,28,32,51,63
"160.4",15,16,42,60,68
"161.1",4,29,33,58,70
"161.2",5,25,34,49,71
"161.3",9,22,44,52,69
"161.4",10,19,35,59,75
"162.1",2,29,37,54,66
"162.2",6,23,31,53,68
"162.3",11,30,40,51,65
"162.4",13,28,35,48,67
"163.1",5,22,43,47,72
"163.2",9,23,32,52,73
"163.3",12,27,45,60,75
"163.4",15,24,33,57,61
"164.1",3,30,38,53,62
"164.2",4,18,41,48,68
"164.3",8,17,35,46,65
"164.4",11,19,40,54,64
"165.1",5,28,33,53,71
"165.2",7,24,37,52,72
"165.3",14,23,43,47,74
"165.4",15,27,39,49,67
"166.1",3,17,43,56,61
"166.2",8,29,34,48,68
"166.3",12,26,32,59,62
"166.4",13,20,35,57,73
"167.1",2,26,40,52,67
"167.2",5,21,37,51,72
"167.3",11,29,38,56,69
"167.4",14,25,39,47,70
"168.1",1,27,39,57,64
"168.2",3,30,41,53,73
"168.3",6,22,43,47,71
"168.4",9,19,32,58,63
"169.1",11,26,31,56,66
"169.2",12,30,45,57,68
"169.3",14,25,34,54,69
"169.4",15,21,35,55,70
"170.1",3,20,37,47,64
"170.2",6,17,42,52,63
"170.3",7,16,44,58,75
"170.4",10,24,39,55,61
"171.1",2,18,32,48,72
"171.2",5,21,33,50,67
"171.3",8,24,38,53,75
"171.4",12,23,40,49,62
"172.1",6,20,44,52,74
"172.2",7,17,31,50,61
"172.3",10,22,42,46,64
"172.4",15,19,41,54,65
"173.1",4,18,34,58,69
"173.2",8,27,35,51,73
"173.3",12,30,38,59,63
"173.4",13,26,45,49,72
"174.1",5,17,41,50,65
"174.2",6,20,36,46,75
"174.3",11,29,42,55,70
"174.4",14,24,44,56,74
"175.1",7,23,40,49,69
"175.2",8,25,39,51,72
"175.3",13,27,33,54,71
"175.4",15,21,43,52,61
"176.1",6,27,42,53,67
"176.2",9,25,31,57,63
"176.3",10,20,34,59,64
"176.4",11,16,38,55,62
"177.1",12,23,35,59,74
"177.2",13,22,32,56,66
"177.3",14,19,33,47,71
"177.4",15,26,37,58,61
"178.1",6,25,36,56,62
"178.2",7,16,42,53,70
"178.3",8,29,38,60,68
"178.4",14,17,41,55,67
"179.1",1,22,33,57,64
"179.2",2,26,45,47,71
"179.3",4,27,43,50,61
"179.4",5,30,44,49,72
"180.1",3,28,37,48,75
"180.2",7,30,42,51,68
"180.3",9,21,34,50,71
"180.4",11,29,35,60,70
"181.1",2,23,36,59,62
"181.2",5,24,41,56,67
"181.3",6,25,45,53,66
"181.4",10,17,40,60,69
"182.1",7,22,39,59,68
"182.2",9,29,38,57,65
"182.3",12,25,37,58,74
"182.4",15,21,32,51,70
"183.1",1,24,33,46,67
"183.2",4,23,42,47,62
"183.3",5,26,43,48,66
"183.4",13,30,36,52,73
"184.1",2,24,37,53,71
"184.2",7,25,34,49,68
"184.3",12,17,32,56,64
"184.4",14,27,44,57,75
"185.1",1,22,31,48,70
"185.2",6,20,45,47,65
"185.3",8,16,41,60,62
"185.4",10,26,43,54,72
"186.1",11,30,39,55,73
"186.2",12,26,38,54,68
"186.3",13,23,40,57,69
"186.4",15,27,44,51,64
"187.1",1,21,36,56,63
"187.2",6,19,43,50,75
"187.3",7,28,40,47,70
"187.4",10,29,45,46,62
"188.1",2,22,42,52,65
"188.2",4,27,39,53,69
"188.3",5,29,31,56,71
"188.4",8,16,44,48,72
"189.1",9,29,40,46,67
"189.2",10,20,36,50,62
"189.3",11,21,37,60,66
"189.4",13,18,35,57,70
"190.1",1,16,34,58,64
"190.2",6,30,44,47,75
"190.3",8,21,42,51,63
"190.4",14,17,31,52,72
"191.1",7,22,32,56,66
"191.2",9,23,45,54,65
"191.3",10,30,39,60,73
"191.4",12,27,43,50,74
"192.1",1,21,41,59,61
"192.2",4,22,38,55,63
"192.3",5,29,34,48,70
"192.4",8,24,36,49,69
"193.1",3,16,40,54,67
"193.2",11,30,37,58,68
"193.3",12,20,33,53,74
"193.4",14,22,42,46,62
"194.1",1,25,45,51,71
"194.2",7,26,39,55,73
"194.3",9,21,32,49,66
"194.4",10,23,44,53,63
"195.1",2,19,34,54,61
"195.2",4,27,36,60,72
"195.3",5,24,31,57,65
"195.4",8,18,41,46,62
"196.1",3,16,35,52,64
"196.2",7,17,42,47,62
"196.3",8,18,31,46,65
"196.4",9,19,38,49,72
"197.1",1,24,42,52,69
"197.2",4,22,43,51,70
"197.3",5,21,45,47,67
"197.4",7,25,44,54,66
"198.1",2,16,38,51,62
"198.2",13,27,40,53,63
"198.3",14,28,31,54,69
"198.4",15,30,36,48,61
"199.1",1,22,33,52,70
"199.2",2,21,41,48,67
"199.3",4,18,42,49,69
"199.4",8,24,45,50,66
"200.1",2,16,40,46,67
"200.2",6,21,37,58,63
"200.3",9,24,38,60,68
"200.4",10,25,35,59,69
"201.1",6,29,42,58,64
"201.2",7,30,36,56,67
"201.3",9,27,41,59,68
"201.4",14,26,43,57,70
"202.1",10,19,34,58,73
"202.2",13,18,32,53,71
"202.3",14,25,37,60,72
"202.4",15,17,35,56,74
"203.1",6,17,35,58,61
"203.2",9,16,33,51,62
"203.3",10,27,36,57,65
"203.4",14,18,40,56,64
"204.1",7,28,45,59,61
"204.2",8,29,40,56,72
"204.3",11,27,38,52,64
"204.4",13,19,36,60,63
"205.1",1,16,35,55,75
"205.2",2,29,45,52,73
"205.3",3,20,42,49,65
"205.4",15,18,41,54,72
"206.1",7,16,35,60,74
"206.2",8,27,41,56,71
"206.3",9,17,32,51,73
"206.4",14,19,31,58,72
"207.1",6,27,43,50,65
"207.2",7,18,33,56,75
"207.3",10,20,31,47,73
"207.4",14,16,34,46,74
"208.1",6,30,37,50,70
"208.2",7,26,35,49,75
"208.3",9,29,38,47,73
"208.4",10,27,39,46,71
"209.1",7,27,40,55,75
"209.2",8,22,36,58,70
"209.3",10,24,34,59,66
"209.4",12,29,37,51,68
"210.1",11,27,39,47,69
"210.2",12,29,41,50,75
"210.3",14,30,37,49,70
"210.4",15,26,40,60,66
"211.1",2,21,40,51,61
"211.2",3,24,38,59,66
"211.3",6,22,45,52,72
"211.4",11,17,37,50,70
"212.1",2,16,35,56,66
"212.2",3,29,45,51,71
"212.3",4,18,43,55,67
"212.4",15,17,41,53,70
"213.1",6,22,42,59,68
"213.2",7,27,33,60,75
"213.3",8,23,32,56,72
"213.4",13,25,31,57,73
"214.1",4,23,38,58,61
"214.2",13,22,42,48,71
"214.3",14,26,44,46,74
"214.4",15,21,43,50,75
"215.1",6,28,41,51,74
"215.2",7,27,31,50,67
"215.3",9,22,33,54,72
"215.4",12,30,35,55,75
"216.1",7,29,38,57,74
"216.2",8,26,45,48,75
"216.3",9,21,41,46,72
"216.4",15,30,42,47,69
"217.1",2,24,35,59,69
"217.2",3,29,31,50,70
"217.3",5,28,42,56,67
"217.4",12,17,32,48,73
"218.1",1,21,45,53,72
"218.2",3,23,38,51,65
"218.3",4,24,40,54,62
"218.4",10,30,39,52,63
"219.1",10,19,34,60,64
"219.2",12,25,31,50,62
"219.3",13,18,35,53,63
"219.4",14,17,40,46,66
"220.1",4,27,33,59,71
"220.2",11,25,31,46,72
"220.3",13,23,35,47,69
"220.4",15,26,45,49,75
"221.1",1,22,42,52,71
"221.2",2,25,36,55,73
"221.3",4,29,37,50,75
"221.4",5,23,45,51,67
"222.1",10,24,44,49,71
"222.2",11,25,43,48,74
"222.3",14,22,41,50,72
"222.4",15,21,39,58,73
"223.1",1,26,33,56,66
"223.2",3,19,45,55,68
"223.3",5,29,42,52,71
"223.4",12,18,44,54,70
"224.1",6,19,32,59,61
"224.2",7,16,42,52,64
"224.3",9,17,33,55,63
"224.4",10,20,35,57,72
"225.1",1,27,34,57,64
"225.2",4,26,32,50,62
"225.3",5,28,45,58,61
"225.4",14,30,31,60,65
"226.1",2,25,45,49,61
"226.2",3,22,39,48,63
"226.3",5,23,40,46,75
"226.4",10,30,36,47,64
"227.1",6,22,38,53,70
"227.2",11,23,37,60,68
"227.3",13,19,44,55,67
"227.4",14,25,40,52,65
"228.1",2,30,35,50,71
"228.2",3,23,33,48,73
"228.3",5,24,40,55,75
"228.4",12,21,34,49,66
"229.1",6,22,33,49,67
"229.2",7,28,35,47,68
"229.3",10,23,31,58,66
"229.4",11,24,32,48,69
"230.1",4,24,44,50,62
"230.2",8,23,45,47,73
"230.3",13,26,42,49,65
"230.4",15,21,40,46,61
"231.1",9,19,38,52,63
"231.2",11,17,39,58,72
"231.3",13,16,37,60,65
"231.4",14,26,42,56,62
"232.1",5,23,35,50,65
"232.2",7,28,44,56,71
"232.3",8,29,42,49,75
"232.4",9,26,43,46,73
"233.1",4,20,38,51,72
"233.2",7,28,39,55,64
"233.3",11,30,40,60,75
"233.4",14,27,41,52,71
"234.1",6,30,42,57,71
